Fips,County name,2023 Typology,Total ,Biden ,Trump
18155,"Switzerland County, Indiana",Working Class Country,4154,964,3133
18157,"Tippecanoe County, Indiana",College Towns,71448,35017,34581
18159,"Tipton County, Indiana",Rural Middle America,8116,1834,6110
18161,"Union County, Indiana",Rural Middle America,3483,736,2688
18163,"Vanderburgh County, Indiana",College Towns,77662,34415,41844
18165,"Vermillion County, Indiana",Rural Middle America,7481,2145,5184
18167,"Vigo County, Indiana",College Towns,43594,18123,24545
18169,"Wabash County, Indiana",Rural Middle America,14573,3494,10762
18171,"Warren County, Indiana",Rural Middle America,4472,974,3401
18173,"Warrick County, Indiana",Rural Middle America,33829,11923,21326
18175,"Washington County, Indiana",Rural Middle America,12139,2784,9114
18177,"Wayne County, Indiana",Rural Middle America,27679,9524,17567
18179,"Wells County, Indiana",Rural Middle America,14050,2928,10855
18181,"White County, Indiana",Rural Middle America,11166,3032,7957
18183,"Whitley County, Indiana",Rural Middle America,17556,4234,12862
19001,"Adair County, Iowa",Rural Middle America,4177,1198,2917
19003,"Adams County, Iowa",Aging Farmlands,2160,590,1530
19005,"Allamakee County, Iowa",Aging Farmlands,7422,2576,4735
19007,"Appanoose County, Iowa",Working Class Country,6516,1891,4512
19009,"Audubon County, Iowa",Aging Farmlands,3420,1071,2295
19011,"Benton County, Iowa",Rural Middle America,14642,5160,9188
19013,"Black Hawk County, Iowa",College Towns,66593,35647,29640
19015,"Boone County, Iowa",Rural Middle America,15340,6303,8695
19017,"Bremer County, Iowa",Rural Middle America,14546,5958,8294
19019,"Buchanan County, Iowa",Rural Middle America,10774,4169,6420
19021,"Buena Vista County, Iowa",Hispanic Centers,8167,2961,5056
19023,"Butler County, Iowa",Rural Middle America,8098,2424,5542
19025,"Calhoun County, Iowa",Rural Middle America,5258,1470,3689
19027,"Carroll County, Iowa",Rural Middle America,11335,3454,7737
19029,"Cass County, Iowa",Rural Middle America,7276,2201,4969
19031,"Cedar County, Iowa",Rural Middle America,10703,4337,6161
19033,"Cerro Gordo County, Iowa",Rural Middle America,23801,10941,12442
19035,"Cherokee County, Iowa",Rural Middle America,6518,1936,4495
19037,"Chickasaw County, Iowa",Rural Middle America,6631,2233,4308
19039,"Clarke County, Iowa",Rural Middle America,4670,1466,3144
19041,"Clay County, Iowa",Rural Middle America,8969,2662,6137
19043,"Clayton County, Iowa",Rural Middle America,9594,3340,6106
19045,"Clinton County, Iowa",Rural Middle America,24687,10812,13361
19047,"Crawford County, Iowa",Hispanic Centers,7154,2220,4854
19049,"Dallas County, Iowa",Exurbs,56022,26879,27987
19051,"Davis County, Iowa",Rural Middle America,4102,1013,3032
19053,"Decatur County, Iowa",Rural Middle America,3804,1120,2615
19055,"Delaware County, Iowa",Rural Middle America,10003,3157,6666
19057,"Des Moines County, Iowa",Rural Middle America,19956,8893,10592
19059,"Dickinson County, Iowa",Graying America,11244,3661,7438
19061,"Dubuque County, Iowa",Rural Middle America,53926,25657,27214
19063,"Emmet County, Iowa",Rural Middle America,4853,1520,3265
19065,"Fayette County, Iowa",Rural Middle America,10186,3835,6145
19067,"Floyd County, Iowa",Rural Middle America,8032,3172,4732
19069,"Franklin County, Iowa",Rural Middle America,5130,1626,3422
19071,"Fremont County, Iowa",Rural Middle America,3857,1080,2711
19073,"Greene County, Iowa",Rural Middle America,5057,1769,3223
19075,"Grundy County, Iowa",Rural Middle America,7276,2206,4929
19077,"Guthrie County, Iowa",Rural Middle America,6371,1985,4272
19079,"Hamilton County, Iowa",Rural Middle America,7943,2843,4956
19081,"Hancock County, Iowa",Rural Middle America,6172,1683,4390
19083,"Hardin County, Iowa",Rural Middle America,8989,2976,5850
19085,"Harrison County, Iowa",Rural Middle America,8155,2440,5569
19087,"Henry County, Iowa",Rural Middle America,9982,3275,6507
19089,"Howard County, Iowa",Rural Middle America,4958,1772,3127
19091,"Humboldt County, Iowa",Rural Middle America,5327,1442,3819
19093,"Ida County, Iowa",Rural Middle America,3849,917,2880
19095,"Iowa County, Iowa",Rural Middle America,9742,3547,6009
19097,"Jackson County, Iowa",Rural Middle America,11135,4029,6940
19099,"Jasper County, Iowa",Rural Middle America,20184,7737,12084
19101,"Jefferson County, Iowa",Rural Middle America,8959,4319,4443
19103,"Johnson County, Iowa",College Towns,83851,59177,22925
19105,"Jones County, Iowa",Rural Middle America,10989,4213,6572
19107,"Keokuk County, Iowa",Rural Middle America,5303,1414,3797
19109,"Kossuth County, Iowa",Rural Middle America,9090,2696,6275
19111,"Lee County, Iowa",Rural Middle America,16734,6541,9773
19113,"Linn County, Iowa",Middle Suburbs,127458,70874,53364
19115,"Louisa County, Iowa",Rural Middle America,5332,1726,3500
19117,"Lucas County, Iowa",Rural Middle America,4630,1284,3287
19119,"Lyon County, Iowa",Rural Middle America,6863,1067,5707
19121,"Madison County, Iowa",Rural Middle America,9824,3134,6507
19123,"Mahaska County, Iowa",Rural Middle America,11404,2894,8297
19125,"Marion County, Iowa",Rural Middle America,19232,6178,12663
19127,"Marshall County, Iowa",Rural Middle America,18136,8176,9571
19129,"Mills County, Iowa",Rural Middle America,8268,2508,5585
19131,"Mitchell County, Iowa",Rural Middle America,5822,2053,3677
19133,"Monona County, Iowa",Rural Middle America,4728,1407,3248
19135,"Monroe County, Iowa",Rural Middle America,4088,1078,2975
19137,"Montgomery County, Iowa",Rural Middle America,5327,1583,3659
19139,"Muscatine County, Iowa",Rural Middle America,20671,9372,10823
19141,"O'Brien County, Iowa",Rural Middle America,7551,1569,5861
19143,"Osceola County, Iowa",Aging Farmlands,3328,601,2690
19145,"Page County, Iowa",Rural Middle America,7528,2086,5319
19147,"Palo Alto County, Iowa",Rural Middle America,4958,1519,3370
19149,"Plymouth County, Iowa",Rural Middle America,14188,3494,10492
19151,"Pocahontas County, Iowa",Aging Farmlands,3823,933,2826
19153,"Polk County, Iowa",Urban Burbs,258755,146250,106800
19155,"Pottawattamie County, Iowa",Rural Middle America,45744,18575,26247
19157,"Poweshiek County, Iowa",Rural Middle America,10140,4306,5657
19159,"Ringgold County, Iowa",Aging Farmlands,2714,709,1968
19161,"Sac County, Iowa",Rural Middle America,5535,1389,4061
19163,"Scott County, Iowa",Middle Suburbs,92599,46926,43683
19165,"Shelby County, Iowa",Rural Middle America,6795,1959,4697
19167,"Sioux County, Iowa",Rural Middle America,19051,3019,15680
19169,"Story County, Iowa",College Towns,51038,29175,20340
19171,"Tama County, Iowa",Rural Middle America,9048,3577,5303
19173,"Taylor County, Iowa",Rural Middle America,3249,746,2463
19175,"Union County, Iowa",Rural Middle America,6185,2061,4010
19177,"Van Buren County, Iowa",Rural Middle America,3791,875,2859
19179,"Wapello County, Iowa",Rural Middle America,15633,5821,9516
19181,"Warren County, Iowa",Exurbs,31039,12574,17782
19183,"Washington County, Iowa",Rural Middle America,11765,4561,6971
19185,"Wayne County, Iowa",Aging Farmlands,3109,727,2338
19187,"Webster County, Iowa",Rural Middle America,17822,6613,10938
19189,"Winnebago County, Iowa",Rural Middle America,5970,2135,3707
19191,"Winneshiek County, Iowa",Rural Middle America,12064,5617,6235
19193,"Woodbury County, Iowa",Rural Middle America,45362,18704,25736
19195,"Worth County, Iowa",Rural Middle America,4418,1596,2738
19197,"Wright County, Iowa",Rural Middle America,6254,1996,4136
20001,"Allen County, Kansas",Rural Middle America,5892,1570,4218
20003,"Anderson County, Kansas",Rural Middle America,3792,782,2929
20005,"Atchison County, Kansas",Rural Middle America,7440,2359,4906
20007,"Barber County, Kansas",Aging Farmlands,2342,291,2014
20009,"Barton County, Kansas",Rural Middle America,11130,2340,8608
20011,"Bourbon County, Kansas",Rural Middle America,6676,1541,5023
20013,"Brown County, Kansas",Rural Middle America,4471,1104,3262
20015,"Butler County, Kansas",Rural Middle America,32520,9181,22634
20017,"Chase County, Kansas",Rural Middle America,1491,345,1123
20019,"Chautauqua County, Kansas",Working Class Country,1639,212,1402
20021,"Cherokee County, Kansas",Rural Middle America,9128,2194,6766
20023,"Cheyenne County, Kansas",Aging Farmlands,1429,224,1183
20025,"Clark County, Kansas",Aging Farmlands,1067,143,904
20027,"Clay County, Kansas",Aging Farmlands,4182,894,3177
20029,"Cloud County, Kansas",Rural Middle America,4263,920,3242
20031,"Coffey County, Kansas",Rural Middle America,4565,964,3489
20033,"Comanche County, Kansas",Aging Farmlands,916,126,762
20035,"Cowley County, Kansas",Rural Middle America,14231,4273,9656
20037,"Crawford County, Kansas",College Towns,16645,6179,10045
20039,"Decatur County, Kansas",Aging Farmlands,1498,218,1260
20041,"Dickinson County, Kansas",Rural Middle America,9349,2060,7126
20043,"Doniphan County, Kansas",Rural Middle America,3709,686,2976
20045,"Douglas County, Kansas",College Towns,59495,40785,17286
20047,"Edwards County, Kansas",Aging Farmlands,1431,271,1141
20049,"Elk County, Kansas",Aging Farmlands,1361,195,1140
20051,"Ellis County, Kansas",College Towns,13800,3737,9758
20053,"Ellsworth County, Kansas",Aging Farmlands,2853,648,2148
20055,"Finney County, Kansas",Hispanic Centers,11800,4325,7236
20057,"Ford County, Kansas",Hispanic Centers,8915,2947,5803
20059,"Franklin County, Kansas",Rural Middle America,12477,3690,8479
20061,"Geary County, Kansas",Military Posts,9603,3983,5323
20063,"Gove County, Kansas",Aging Farmlands,1471,166,1291
20065,"Graham County, Kansas",Aging Farmlands,1337,228,1080
20067,"Grant County, Kansas",Hispanic Centers,2501,518,1936
20069,"Gray County, Kansas",Aging Farmlands,2288,341,1911
20071,"Greeley County, Kansas",Aging Farmlands,641,78,549
20073,"Greenwood County, Kansas",Aging Farmlands,3077,569,2444
20075,"Hamilton County, Kansas",Hispanic Centers,859,141,698
20077,"Harper County, Kansas",Working Class Country,2678,461,2168
20079,"Harvey County, Kansas",Rural Middle America,17309,6747,10182
20081,"Haskell County, Kansas",Hispanic Centers,1410,268,1122
20083,"Hodgeman County, Kansas",Aging Farmlands,1045,154,875
20085,"Jackson County, Kansas",Rural Middle America,6584,1881,4517
20087,"Jefferson County, Kansas",Rural Middle America,9782,3194,6334
20089,"Jewell County, Kansas",Aging Farmlands,1628,212,1387
20091,"Johnson County, Kansas",Exurbs,347214,184259,155631
20093,"Kearny County, Kansas",Hispanic Centers,1455,267,1164
20095,"Kingman County, Kansas",Aging Farmlands,3949,752,3130
20097,"Kiowa County, Kansas",Aging Farmlands,1165,156,980
20099,"Labette County, Kansas",Rural Middle America,8563,2655,5735
20101,"Lane County, Kansas",Aging Farmlands,895,115,762
20103,"Leavenworth County, Kansas",Military Posts,36490,13886,21610
20105,"Lincoln County, Kansas",Aging Farmlands,1579,266,1283
20107,"Linn County, Kansas",Working Class Country,5046,896,4048
20109,"Logan County, Kansas",Aging Farmlands,1458,186,1249
20111,"Lyon County, Kansas",College Towns,13988,6055,7550
20113,"McPherson County, Kansas",Rural Middle America,14438,4134,9964
20115,"Marion County, Kansas",Rural Middle America,6111,1516,4465
20117,"Marshall County, Kansas",Rural Middle America,5114,1259,3729
20119,"Meade County, Kansas",Aging Farmlands,1825,263,1523
20121,"Miami County, Kansas",Rural Middle America,17937,5247,12308
20123,"Mitchell County, Kansas",Aging Farmlands,3101,558,2504
20125,"Montgomery County, Kansas",Rural Middle America,13426,3228,9931
20127,"Morris County, Kansas",Aging Farmlands,2899,729,2124
20129,"Morton County, Kansas",Aging Farmlands,1198,150,1034
20131,"Nemaha County, Kansas",Rural Middle America,5684,927,4664
20133,"Neosho County, Kansas",Rural Middle America,6877,1796,4970
20135,"Ness County, Kansas",Aging Farmlands,1513,149,1339
20137,"Norton County, Kansas",Rural Middle America,2415,364,2007
20139,"Osage County, Kansas",Rural Middle America,8035,2136,5705
20141,"Osborne County, Kansas",Aging Farmlands,1945,281,1629
20143,"Ottawa County, Kansas",Rural Middle America,3191,506,2610
20145,"Pawnee County, Kansas",Graying America,2739,643,2045
20147,"Phillips County, Kansas",Aging Farmlands,2781,318,2418
20149,"Pottawatomie County, Kansas",Exurbs,13083,3313,9452
20151,"Pratt County, Kansas",Rural Middle America,4137,933,3108
20153,"Rawlins County, Kansas",Aging Farmlands,1504,214,1261
20155,"Reno County, Kansas",Rural Middle America,27941,8886,18443
20157,"Republic County, Kansas",Aging Farmlands,2657,424,2182
20159,"Rice County, Kansas",Rural Middle America,4319,965,3262
20161,"Riley County, Kansas",College Towns,25171,12765,11610
20163,"Rooks County, Kansas",Aging Farmlands,2699,339,2325
20165,"Rush County, Kansas",Aging Farmlands,1677,295,1350
20167,"Russell County, Kansas",Rural Middle America,3467,600,2790
20169,"Saline County, Kansas",Rural Middle America,24531,8214,15722
20171,"Scott County, Kansas",Aging Farmlands,2354,299,2014
20173,"Sedgwick County, Kansas",Big Cities,223688,95870,122416
20175,"Seward County, Kansas",Hispanic Centers,5294,1833,3372
20177,"Shawnee County, Kansas",College Towns,85657,43015,40443
20179,"Sheridan County, Kansas",Aging Farmlands,1445,147,1282
20181,"Sherman County, Kansas",Aging Farmlands,2727,396,2269
20183,"Smith County, Kansas",Aging Farmlands,2129,336,1763
20185,"Stafford County, Kansas",Aging Farmlands,2034,357,1645
20187,"Stanton County, Kansas",Aging Farmlands,776,148,614
20189,"Stevens County, Kansas",Hispanic Centers,2031,237,1760
20191,"Sumner County, Kansas",Rural Middle America,10928,2591,8105
20193,"Thomas County, Kansas",Rural Middle America,3810,625,3130
20195,"Trego County, Kansas",Aging Farmlands,1630,242,1363
20197,"Wabaunsee County, Kansas",Rural Middle America,3902,964,2845
20199,"Wallace County, Kansas",Aging Farmlands,825,44,770
20201,"Washington County, Kansas",Aging Farmlands,2883,475,2363
20203,"Wichita County, Kansas",Aging Farmlands,968,149,808
20205,"Wilson County, Kansas",Rural Middle America,3954,723,3153
20207,"Woodson County, Kansas",Aging Farmlands,1546,294,1228
20209,"Wyandotte County, Kansas",Hispanic Centers,56785,36788,18934
21001,"Adair County, Kentucky",Evangelical Hubs,8768,1392,7276
21003,"Allen County, Kentucky",Evangelical Hubs,9364,1642,7587
21005,"Anderson County, Kentucky",Evangelical Hubs,13254,3348,9661
21007,"Ballard County, Kentucky",Working Class Country,4225,825,3356
21009,"Barren County, Kentucky",Working Class Country,20064,5127,14654
21011,"Bath County, Kentucky",Working Class Country,5627,1573,3986
21013,"Bell County, Kentucky",Evangelical Hubs,10044,1789,8140
21015,"Boone County, Kentucky",Exurbs,66998,20901,44814
21017,"Bourbon County, Kentucky",Rural Middle America,9648,3296,6190
21019,"Boyd County, Kentucky",Working Class Country,21751,7083,14295
21021,"Boyle County, Kentucky",Rural Middle America,14478,5298,8872
21023,"Bracken County, Kentucky",Evangelical Hubs,4246,800,3398
21025,"Breathitt County, Kentucky",Evangelical Hubs,5661,1301,4265
21027,"Breckinridge County, Kentucky",Working Class Country,10201,2350,7701
21029,"Bullitt County, Kentucky",Rural Middle America,41998,10552,30708
21031,"Butler County, Kentucky",Evangelical Hubs,6125,1079,4960
21033,"Caldwell County, Kentucky",Working Class Country,6434,1433,4906
21035,"Calloway County, Kentucky",College Towns,17457,5797,11352
21037,"Campbell County, Kentucky",Middle Suburbs,48878,19374,28482
21039,"Carlisle County, Kentucky",Evangelical Hubs,2638,463,2159
21041,"Carroll County, Kentucky",Working Class Country,4136,1116,2954
21043,"Carter County, Kentucky",Evangelical Hubs,11586,2642,8775
21045,"Casey County, Kentucky",Evangelical Hubs,7171,918,6179
21047,"Christian County, Kentucky",Military Posts,23863,8296,15080
21049,"Clark County, Kentucky",Rural Middle America,18139,6004,11811
21051,"Clay County, Kentucky",Evangelical Hubs,7591,831,6677
21053,"Clinton County, Kentucky",Evangelical Hubs,4932,603,4280
21055,"Crittenden County, Kentucky",Evangelical Hubs,4242,731,3451
21057,"Cumberland County, Kentucky",Evangelical Hubs,3309,508,2769
21059,"Daviess County, Kentucky",Rural Middle America,49287,17286,31025
21061,"Edmonson County, Kentucky",Evangelical Hubs,6132,1227,4828
21063,"Elliott County, Kentucky",Evangelical Hubs,2995,712,2246
21065,"Estill County, Kentucky",Evangelical Hubs,6540,1355,5100
21067,"Fayette County, Kentucky",College Towns,152912,90600,58860
21069,"Fleming County, Kentucky",Evangelical Hubs,7068,1474,5534
21071,"Floyd County, Kentucky",Evangelical Hubs,16353,3884,12250
21073,"Franklin County, Kentucky",College Towns,26072,12652,12900
21075,"Fulton County, Kentucky",African American South,2426,794,1606
21077,"Gallatin County, Kentucky",Working Class Country,3849,822,2955
21079,"Garrard County, Kentucky",Evangelical Hubs,8706,1830,6754
21081,"Grant County, Kentucky",Working Class Country,11108,2205,8725
21083,"Graves County, Kentucky",Evangelical Hubs,17019,3560,13206
21085,"Grayson County, Kentucky",Working Class Country,11985,2400,9453
21087,"Green County, Kentucky",Evangelical Hubs,5812,920,4838
21089,"Greenup County, Kentucky",Evangelical Hubs,18176,4873,13064
21091,"Hancock County, Kentucky",Rural Middle America,4587,1351,3145
21093,"Hardin County, Kentucky",Military Posts,48941,18101,29832
21095,"Harlan County, Kentucky",Evangelical Hubs,10971,1494,9367
21097,"Harrison County, Kentucky",Rural Middle America,8859,2400,6334
21099,"Hart County, Kentucky",Evangelical Hubs,8370,1908,6345
21101,"Henderson County, Kentucky",Working Class Country,20697,7639,12730
21103,"Henry County, Kentucky",Working Class Country,8110,2142,5843
21105,"Hickman County, Kentucky",Evangelical Hubs,2199,458,1714
21107,"Hopkins County, Kentucky",Evangelical Hubs,21512,5439,15757
21109,"Jackson County, Kentucky",Evangelical Hubs,6113,605,5453
21111,"Jefferson County, Kentucky",Big Cities,386629,228358,150646
21113,"Jessamine County, Kentucky",Exurbs,26280,8567,17096
21115,"Johnson County, Kentucky",Evangelical Hubs,10192,1608,8450
21117,"Kenton County, Kentucky",Middle Suburbs,82198,32271,48129
21119,"Knott County, Kentucky",Evangelical Hubs,6252,1412,4780
21121,"Knox County, Kentucky",Evangelical Hubs,13273,2114,11012
21123,"Larue County, Kentucky",Rural Middle America,7301,1504,5685
21125,"Laurel County, Kentucky",Evangelical Hubs,28111,4475,23237
21127,"Lawrence County, Kentucky",Evangelical Hubs,6955,1238,5633
21129,"Lee County, Kentucky",Evangelical Hubs,2801,481,2273
21131,"Leslie County, Kentucky",Evangelical Hubs,4813,446,4321
21133,"Letcher County, Kentucky",Evangelical Hubs,9135,1799,7226
21135,"Lewis County, Kentucky",Evangelical Hubs,5883,823,4986
21137,"Lincoln County, Kentucky",Evangelical Hubs,10914,2254,8489
21139,"Livingston County, Kentucky",Evangelical Hubs,5004,939,4010
21141,"Logan County, Kentucky",Evangelical Hubs,12350,3094,9067
21143,"Lyon County, Kentucky",Graying America,4228,1092,3100
21145,"McCracken County, Kentucky",Evangelical Hubs,33549,11195,21820
21147,"McCreary County, Kentucky",Evangelical Hubs,6438,725,5664
21149,"McLean County, Kentucky",Rural Middle America,4782,1074,3633
21151,"Madison County, Kentucky",College Towns,43957,15581,27356
21153,"Magoffin County, Kentucky",Evangelical Hubs,5447,1214,4174
21155,"Marion County, Kentucky",Working Class Country,8928,2722,6113
21157,"Marshall County, Kentucky",Rural Middle America,17603,4071,13297
21159,"Martin County, Kentucky",Evangelical Hubs,3936,403,3496
21161,"Mason County, Kentucky",Working Class Country,7958,2362,5477
21163,"Meade County, Kentucky",Military Posts,14113,3632,10185
21165,"Menifee County, Kentucky",Evangelical Hubs,3102,750,2311
21167,"Mercer County, Kentucky",Rural Middle America,11735,3033,8506
21169,"Metcalfe County, Kentucky",Evangelical Hubs,5012,975,3959
21171,"Monroe County, Kentucky",Evangelical Hubs,5330,657,4628
21173,"Montgomery County, Kentucky",Rural Middle America,12842,3630,8993
21175,"Morgan County, Kentucky",Evangelical Hubs,5544,1175,4301
21177,"Muhlenberg County, Kentucky",Evangelical Hubs,14235,3545,10497
21179,"Nelson County, Kentucky",Rural Middle America,23256,7188,15703
21181,"Nicholas County, Kentucky",Evangelical Hubs,3396,955,2408
21183,"Ohio County, Kentucky",Working Class Country,11129,2404,8582
21185,"Oldham County, Kentucky",Exurbs,37976,14505,22654
21187,"Owen County, Kentucky",Evangelical Hubs,5458,1098,4292
21189,"Owsley County, Kentucky",Evangelical Hubs,1896,216,1671
21191,"Pendleton County, Kentucky",Evangelical Hubs,6925,1322,5515
21193,"Perry County, Kentucky",Evangelical Hubs,10626,2356,8129
21195,"Pike County, Kentucky",Evangelical Hubs,25395,4866,20284
21197,"Powell County, Kentucky",Evangelical Hubs,5505,1367,4041
21199,"Pulaski County, Kentucky",Evangelical Hubs,31557,5666,25442
21201,"Robertson County, Kentucky",Working Class Country,1146,253,884
21203,"Rockcastle County, Kentucky",Evangelical Hubs,7784,1134,6577
21205,"Rowan County, Kentucky",College Towns,10065,3880,5994
21207,"Russell County, Kentucky",Evangelical Hubs,8955,1331,7519
21209,"Scott County, Kentucky",Exurbs,28969,10567,17767
21211,"Shelby County, Kentucky",Exurbs,23550,8077,15055
21213,"Simpson County, Kentucky",Working Class Country,8732,2681,5888
21215,"Spencer County, Kentucky",Rural Middle America,11433,2530,8737
21217,"Taylor County, Kentucky",Evangelical Hubs,12517,2963,9376
21219,"Todd County, Kentucky",Evangelical Hubs,5363,1205,4062
21221,"Trigg County, Kentucky",Evangelical Hubs,7376,1791,5487
21223,"Trimble County, Kentucky",Working Class Country,4320,1012,3227
21225,"Union County, Kentucky",Evangelical Hubs,6577,1529,4965
21227,"Warren County, Kentucky",College Towns,55401,22479,31791
21229,"Washington County, Kentucky",Rural Middle America,6225,1644,4482
21231,"Wayne County, Kentucky",Evangelical Hubs,9240,1700,7430
21233,"Webster County, Kentucky",Evangelical Hubs,5993,1412,4506
21235,"Whitley County, Kentucky",Evangelical Hubs,15356,2552,12567
21237,"Wolfe County, Kentucky",Evangelical Hubs,2979,839,2097
21239,"Woodford County, Kentucky",Exurbs,15211,6530,8362
22001,"Acadia Parish, Louisiana",Working Class Country,28425,5443,22596
22003,"Allen Parish, Louisiana",Working Class Country,9810,2108,7574
22005,"Ascension Parish, Louisiana",Urban Burbs,62325,20399,40687
22007,"Assumption Parish, Louisiana",Working Class Country,11235,3833,7271
22009,"Avoyelles Parish, Louisiana",African American South,17292,4979,12028
22011,"Beauregard Parish, Louisiana",Working Class Country,16357,2542,13575
22013,"Bienville Parish, Louisiana",African American South,7050,3067,3891
22015,"Bossier Parish, Louisiana",Military Posts,54655,15662,38074
22017,"Caddo Parish, Louisiana",African American South,104912,55110,48021
22019,"Calcasieu Parish, Louisiana",Military Posts,82663,25982,55066
22021,"Caldwell Parish, Louisiana",Working Class Country,4762,745,3976
22023,"Cameron Parish, Louisiana",Working Class Country,4039,324,3671
22025,"Catahoula Parish, Louisiana",African American South,4858,1269,3541
22027,"Claiborne Parish, Louisiana",African American South,6580,2731,3770
22029,"Concordia Parish, Louisiana",African American South,8828,3177,5550
22031,"De Soto Parish, Louisiana",African American South,14736,5457,9112
22033,"East Baton Rouge Parish, Louisiana",African American South,208182,115577,88420
22035,"East Carroll Parish, Louisiana",African American South,3036,1900,1080
22037,"East Feliciana Parish, Louisiana",Working Class Country,10509,4280,6064
22039,"Evangeline Parish, Louisiana",African American South,15412,4158,11053
22041,"Franklin Parish, Louisiana",African American South,9720,2658,6970
22043,"Grant Parish, Louisiana",Working Class Country,9392,1157,8117
22045,"Iberia Parish, Louisiana",African American South,32713,11027,21251
22047,"Iberville Parish, Louisiana",African American South,16719,8514,7893
22049,"Jackson Parish, Louisiana",African American South,7632,2143,5394
22051,"Jefferson Parish, Louisiana",College Towns,193733,84477,105949
22053,"Jefferson Davis Parish, Louisiana",Working Class Country,14841,3208,11423
22055,"Lafayette Parish, Louisiana",College Towns,114521,39685,72519
22057,"Lafourche Parish, Louisiana",Working Class Country,45388,8672,36024
22059,"LaSalle Parish, Louisiana",Evangelical Hubs,7077,638,6378
22061,"Lincoln Parish, Louisiana",College Towns,19275,7559,11311
22063,"Livingston Parish, Louisiana",Working Class Country,65230,9249,54877
22065,"Madison Parish, Louisiana",African American South,4670,2654,1930
22067,"Morehouse Parish, Louisiana",African American South,11574,4946,6510
22069,"Natchitoches Parish, Louisiana",African American South,16554,6896,9358
22071,"Orleans Parish, Louisiana",African American South,177819,147854,26664
22073,"Ouachita Parish, Louisiana",African American South,69166,25913,42255
22075,"Plaquemines Parish, Louisiana",Working Class Country,11014,3414,7412
22077,"Pointe Coupee Parish, Louisiana",African American South,12371,4683,7503
22079,"Rapides Parish, Louisiana",African American South,58865,19475,38347
22081,"Red River Parish, Louisiana",African American South,4132,1644,2413
22083,"Richland Parish, Louisiana",African American South,9940,3225,6607
22085,"Sabine Parish, Louisiana",Working Class Country,10596,1731,8776
22087,"St. Bernard Parish, Louisiana",African American South,17650,6151,11179
22089,"St. Charles Parish, Louisiana",Exurbs,28517,9800,18233
22091,"St. Helena Parish, Louisiana",African American South,6158,3346,2714
22093,"St. James Parish, Louisiana",African American South,12590,6510,5954
22095,"St. John the Baptist Parish, Louisiana",African American South,21432,13582,7538
22097,"St. Landry Parish, Louisiana",African American South,41154,17372,23171
22099,"St. Martin Parish, Louisiana",Working Class Country,27038,8439,18203
22101,"St. Mary Parish, Louisiana",African American South,23186,8055,14811
22103,"St. Tammany Parish, Louisiana",Urban Burbs,140110,37746,99666
22105,"Tangipahoa Parish, Louisiana",African American South,57661,18887,37806
22107,"Tensas Parish, Louisiana",African American South,2554,1329,1197
22109,"Terrebonne Parish, Louisiana",Working Class Country,46240,11198,34339
22111,"Union Parish, Louisiana",Working Class Country,11201,2654,8407
22113,"Vermilion Parish, Louisiana",Working Class Country,27324,5009,21930
22115,"Vernon Parish, Louisiana",Military Posts,17268,2898,14107
22117,"Washington Parish, Louisiana",African American South,19513,5970,13307
22119,"Webster Parish, Louisiana",African American South,18216,6172,11830
22121,"West Baton Rouge Parish, Louisiana",Exurbs,14097,6200,7684
22123,"West Carroll Parish, Louisiana",Evangelical Hubs,5052,710,4317
22125,"West Feliciana Parish, Louisiana",African American South,6268,2298,3863
22127,"Winn Parish, Louisiana",Working Class Country,6225,1543,4619
23001,"Androscoggin County, Maine",Rural Middle America,58707,27617,29268
23003,"Aroostook County, Maine",Graying America,35746,13956,21080
23005,"Cumberland County, Maine",Exurbs,193765,128759,59584
23007,"Franklin County, Maine",Graying America,17390,8069,8754
23009,"Hancock County, Maine",Graying America,35325,19369,14982
23011,"Kennebec County, Maine",Graying America,71858,34902,34721
23013,"Knox County, Maine",Graying America,25734,15110,9982
23015,"Lincoln County, Maine",Graying America,23594,12684,10256
23017,"Oxford County, Maine",Graying America,33492,14755,17698
23019,"Penobscot County, Maine",College Towns,85269,37713,44825
23021,"Piscataquis County, Maine",Graying America,9908,3517,6143
23023,"Sagadahoc County, Maine",Graying America,24038,13528,9755
23025,"Somerset County, Maine",Graying America,27578,10199,16644
23027,"Waldo County, Maine",Graying America,24322,12345,11196
23029,"Washington County, Maine",Graying America,17357,6761,10194
23031,"York County, Maine",Graying America,129659,71189,54817
24001,"Allegany County, Maryland",Working Class Country,30641,9158,20886
24003,"Anne Arundel County, Maryland",Urban Burbs,309617,172823,127821
24005,"Baltimore County, Maryland",Urban Burbs,414932,258409,146202
24009,"Calvert County, Maryland",Military Posts,49112,22587,25346
24011,"Caroline County, Maryland",Working Class Country,15794,5095,10283
24013,"Carroll County, Maryland",Exurbs,100327,36456,60218
24015,"Cecil County, Maryland",Exurbs,47462,16809,29439
24017,"Charles County, Maryland",Military Posts,89498,62171,25579
24019,"Dorchester County, Maryland",African American South,15977,6857,8764
24021,"Frederick County, Maryland",Urban Burbs,145615,77675,63682
24023,"Garrett County, Maryland",Graying America,15611,3281,12002
24025,"Harford County, Maryland",Urban Burbs,148186,63095,80930
24027,"Howard County, Maryland",Urban Burbs,183062,129433,48390
24029,"Kent County, Maryland",Graying America,10794,5329,5195
24031,"Montgomery County, Maryland",Urban Burbs,533743,419569,101222
